apartment,area,date,decoration,lift,location1,location2,location3,month,orientation,price,underground,unit,village
3室1厅1厨1卫,87.37,2020-04-01,精装,有,宝山,杨行,外环外,202004,南 北,370,,42349,万科四季花城
3室2厅1厨2卫,128.96,2020-04-02,精装,无,长宁,北新泾,中环至外环,202004,南,840,近2号线北新泾站,65137,铭晖西郊苑
3室2厅1厨1卫,97.07,2020-04-02,其他,有,宝山,罗店,外环外,202004,南,405,近7号线美兰湖站,41723,朗诗绿岛(公寓)
3室2厅0厨1卫,99.22,2020-04-02,精装,有,宝山,罗店,外环外,202004,南,385,近7号线罗南新村站,38803,万科琥珀郡园
2室1厅1厨1卫,95.18,2020-04-03,精装,有,静安,大宁,内环至中环,202004,南,720,近1号线延长路站,75647,东方明珠大宁公寓
3室1厅1厨1卫,87.93,2020-04-04,简装,无,闵行,七宝,外环外,202004,南,485,,55158,广海花园
4室2厅1厨2卫,160.68,2020-04-04,精装,有,松江,松江大学城,外环外,202004,南 北,625,,38898,万科梦想派
3室2厅1厨2卫,132.54,2020-04-05,精装,有,宝山,大华,中环至外环,202004,南,660,,49797,中环一号(一期)
2室1厅1厨1卫,49.76,2019-12-22,毛坯,无,普陀,桃浦,外环外,201912,南,190,近11号线(嘉定北-迪士尼)桃浦新村站,38184,桃浦一村瑞香苑
3室2厅1厨2卫,121.84,2020-04-06,精装,有,浦东,杨东,内环内,202004,南 北,930,,76330,爱家亚洲花园
3室2厅0厨1卫,90.71,2020-04-06,精装,有,松江,松江大学城,外环外,202004,南,395,,43546,首创锦悦
3室2厅1厨1卫,102.89,2020-04-06,精装,有,闵行,颛桥,外环外,202004,南 北,473,,45972,君莲新城广润苑
3室2厅1厨2卫,97.86,2020-04-07,精装,有,闵行,老闵行,外环外,202004,南,415,,42408,绿地璀璨天城
3室2厅1厨2卫,142.41,2020-04-07,精装,有,宝山,上大,,202004,南 北,735,近7号线南陈路站,51612,经纬弘汇地标家园
2室2厅1厨1卫,81.91,2020-04-07,简装,无,闵行,颛桥,外环外,202004,南 北,311,,37969,繁盛苑
2室2厅1厨1卫,91.89,2020-04-09,精装,有,普陀,武宁,内环内,202004,南,778,近3号线金沙江路站,84667,绿地世纪城(一期)
1室1厅1厨1卫,43.93,2020-04-09,简装,无,宝山,高境,中环至外环,202004,南,177,近3号线殷高西路站,40292,逸仙路1321弄
2室1厅1厨1卫,68.41,2020-04-10,精装,有,杨浦,周家嘴路,内环至中环,202004,南,478,近12号线爱国路站,69873,中环和润苑
3室2厅1厨2卫,149.47,2020-04-10,精装,有,闵行,古美,中环至外环,202004,南,1050,近12号线虹梅路站,70249,东苑古龙城(公寓)
3室2厅1厨2卫,116,2020-04-11,精装,有,浦东,惠南,外环外,202004,南,359,,30949,宝业万华城
3室2厅1厨1卫,86.72,2020-04-11,精装,有,宝山,上大,外环外,202004,东南,338,,38977,丰翔新城
2室1厅1厨1卫,67.53,2020-04-12,简装,无,浦东,金杨,内环至中环,202004,南,600,近6号线云山路站,88850,黄山始信苑
3室1厅1厨1卫,76.83,2020-04-13,简装,无,徐汇,康健,内环至中环,202004,南 北,456,,59352,寿祥坊
2室1厅1厨1卫,65.52,2020-04-14,精装,无,徐汇,康健,内环至中环,202004,南,450,,68682,欣园新邨
2室1厅1厨1卫,49.1,2020-04-14,精装,无,长宁,新华路,内环内,202004,南 北,340,近3号线延安西路站,69247,化工小区(长宁)
2室2厅1厨1卫,90.95,2020-04-15,精装,有,宝山,上大,,202004,南,510,近7号线南陈路站,56075,经纬观澜弘郡家园(三期)
2室1厅1厨1卫,66.22,2020-04-16,简装,无,虹口,凉城,内环至中环,202004,南,375,近3号线虹口足球场站,56630,同心路803弄
2室1厅1厨1卫,60.79,2020-04-16,精装,无,闵行,老闵行,外环外,202004,南,205,近5号线江川路站,33723,新闵小区
2室2厅1厨1卫,94.68,2020-04-17,精装,有,杨浦,黄兴公园,内环至中环,202004,南,750,近8号线延吉中路站,79215,靖宇家园
2室2厅1厨2卫,104.45,2019-04-02,精装,无,宝山,共富,中环至外环,201904,南 北,418,,40020,富都园
1室2厅1厨1卫,69.56,2018-03-26,精装,有,普陀,中远两湾城,内环内,201803,东南,535,,76913,中远两湾城
6室3厅2厨5卫,522.09,2018-09-02,,,青浦,徐泾,外环外,201809,装修情况精装,2788,,53401,大华西郊别墅
1室1厅1厨1卫,45.54,2018-11-26,简装,无,长宁,仙霞,内环至中环,201811,南,310,近2号线威宁路站,68073,水霞小区
4室2厅1厨4卫,311.83,2019-03-09,,,闵行,华漕,外环外,201903,装修情况精装,1580,,50669,凯德林茵湖畔(别墅)
4室2厅1厨3卫,168.51,2019-07-16,简装,有,长宁,虹桥,内环至中环,201907,南,1070,近10号线(新江湾城-虹桥火车站)伊犁路站,63498,虹景花苑
3室2厅1厨2卫,122.44,2019-07-31,简装,有,宝山,顾村,外环外,201907,南,390,,31853,成亿宝盛家苑
3室2厅1厨1卫,93.54,2019-09-11,精装,有,嘉定,菊园新区,外环外,201909,南 北,322,近11号线(嘉定北-迪士尼)嘉定西站,34424,新城悠活城
1室1厅1厨1卫,58.15,2020-03-21,精装,有,浦东,高行,,202003,南,279,,47980,新高苑(二期)
3室1厅1厨1卫,90.36,2020-03-21,简装,有,徐汇,徐家汇,内环内,202003,东 东南,770,,85215,实业公寓
2室2厅1厨2卫,106.31,2020-03-22,精装,有,徐汇,徐家汇,内环内,202003,南,1055,近3号线虹桥路站,99239,阳光名邸
1室1厅1厨1卫,48.7,2020-03-23,精装,无,闵行,龙柏,中环至外环,202003,南,260,近10号线(新江湾城-航中路)龙柏新村站,53389,龙柏四村
1室1厅1厨1卫,46.25,2020-03-25,简装,无,静安,大宁,内环至中环,202003,南,320,近1号线延长路站,69190,童家浜小区
2室2厅1厨1卫,91.15,2020-03-25,毛坯,有,普陀,真光,中环至外环,202003,西南,392,,43007,阳光威尼斯(三期)
3室2厅1厨2卫,127.36,2020-03-28,精装,有,浦东,塘桥,内环内,202003,南,950,近4号线塘桥站,74592,盛族家园-悉尼阳光·悉尼星光
2室2厅1厨1卫,87.3,2020-03-28,精装,有,嘉定,南翔,外环外,202003,南,400,,45820,森林公馆
2室1厅1厨1卫,57.65,2020-03-31,精装,无,黄浦,淮海中路,内环内,202003,南,600,近9号线打浦桥站,104077,陕西南路271弄23支弄
2室2厅1厨1卫,117.24,2020-04-01,精装,有,长宁,古北,内环至中环,202004,南,1090,近10号线(新江湾城-虹桥火车站)伊犁路站,92972,金色贝拉维
2室2厅1厨1卫,65.65,2020-04-03,简装,无,黄浦,五里桥,内环内,202004,南,598,近9号线马当路站,91090,正达公寓
2室1厅1厨1卫,68.98,2020-04-03,简装,有,闵行,莘庄,外环外,202004,南,335,近1号线莘庄站,48565,水清三村
2室2厅0厨1卫,80.9,2020-04-05,毛坯,有,嘉定,江桥,外环外,202004,南 北,330,,40792,中房公寓
2室2厅1厨1卫,86.89,2017-06-15,精装,有,浦东,北蔡,内环至中环,201706,南,620,近7号线杨高南路站,71355,大华锦绣华城(九街区)
3室2厅1厨2卫,137.58,2018-09-29,精装,有,浦东,世博,内环至中环,201809,南 北,995,近7号线长清路站,72322,上南花城
2室1厅1厨1卫,66.18,2019-01-05,精装,无,浦东,金杨,内环至中环,201901,南,320,近6号线德平路站,48353,罗山七村
3室2厅1厨2卫,136.48,2019-05-19,精装,有,松江,松江大学城,外环外,201905,南,595,近9号线松江大学城站,43597,三湘四季花城
3室2厅1厨2卫,136.97,2019-08-10,精装,有,徐汇,徐家汇,内环内,201908,东南,1040,近1号线上海体育馆站,75930,创世纪花园
3室1厅1厨1卫,101.1,2018-09-28,精装,无,浦东,高行,中环至外环,201809,南,590,近6号线巨峰路站,58359,双桥小区
5室2厅1厨3卫,167,2019-02-22,,,松江,莘闵别墅,外环外,201902,装修情况精装,600,,35929,沿海丽水馨庭(别墅)
2室1厅1厨1卫,74.7,2019-03-02,简装,无,浦东,塘桥,内环内,201903,南,460,近4号线塘桥站,61580,宁阳小区
2室2厅1厨1卫,83.37,2019-04-23,简装,有,浦东,三林,中环至外环,201904,南,457,,54816,杉林新月环林东路875弄
2室1厅1厨1卫,43,2019-03-12,简装,无,静安,江宁路,内环内,201903,南,385,近2号线静安寺站,89535,又一村(静安)
2室2厅1厨1卫,114,2019-06-28,精装,有,徐汇,徐汇滨江,内环至中环,201906,南,1319,近11号线(花桥-迪士尼)云锦路站,115702,百汇园
5室3厅1厨3卫,168.1,2019-07-15,精装,无,闵行,古美,中环至外环,201907,东南,818,近12号线顾戴路站,48662,新时代花园
3室2厅1厨3卫,237.78,2019-08-11,精装,有,黄浦,新天地,内环内,201908,南,3800,近10号线(新江湾城-虹桥火车站)新天地站,159812,翠湖天地嘉苑
2室2厅1厨1卫,89.5,2019-08-24,精装,有,嘉定,南翔,外环外,201908,南,430,,48045,三湘森林海尚(嘉定)
3室2厅1厨1卫,89.55,2019-09-29,简装,有,宝山,罗店,外环外,201909,东,326,,36405,美兰湖中华园
4室2厅1厨2卫,157.59,2019-09-29,毛坯,有,嘉定,南翔,外环外,201909,南 北,565,,35853,上隽嘉苑(公寓)
2室2厅1厨1卫,88.72,2019-10-05,精装,有,宝山,顾村,外环外,201910,南,317,,35731,自然居家园
3室2厅1厨2卫,138.34,2019-10-11,精装,有,嘉定,安亭,外环外,201910,东,408,近11号线(花桥-迪士尼)兆丰路站,29493,安亭中央公园
3室2厅1厨1卫,120.03,2019-10-20,精装,有,普陀,长寿路,内环内,201910,南,960,,79981,常德名园
3室2厅1厨1卫,116.72,2019-10-29,精装,无,嘉定,江桥,外环外,201910,南 北,484.3,,41493,锦华茗园
2室2厅1厨1卫,89.39,2019-11-02,简装,无,浦东,北蔡,内环至中环,201911,南,510,近13号线北蔡站,57054,紫叶花园东园
5室2厅1厨2卫,81.5,2019-11-05,简装,无,宝山,大华,中环至外环,201911,东 西,470,近7号线大场镇站,57669,梧桐城邦(二期)
3室2厅1厨2卫,129.31,2019-11-05,精装,有,黄浦,人民广场,内环内,201911,南,880,近1号线人民广场站,68054,威海苑
3室2厅1厨2卫,126,2019-11-06,精装,有,嘉定,南翔,外环外,201911,南 北,659,,52302,中建溪岸澜庭
2室1厅1厨1卫,76.11,2019-11-11,简装,有,嘉定,江桥,,201911,南,295,,38760,绿地新江桥城二期
3室2厅1厨2卫,154.17,2019-11-18,精装,有,徐汇,漕河泾,内环至中环,201911,南,1330,,86269,航天公寓
2室2厅1厨1卫,91.45,2019-11-20,精装,有,静安,不夜城,内环内,201911,西北,799,近1号线上海火车站站,87371,卓悦居
2室2厅1厨1卫,93.17,2019-11-20,精装,有,浦东,梅园,内环内,201911,东 北,808,近6号线源深体育中心站,86724,仁恒公寓
3室1厅1厨1卫,104,2019-11-22,毛坯,无,浦东,北蔡,内环至中环,201911,南,598,近7号线锦绣路站,57500,锦博苑
3室2厅1厨1卫,110.64,2019-11-22,简装,有,浦东,北蔡,内环至中环,201911,南,850,近2号线龙阳路站,76826,万邦都市花园
3室2厅1厨2卫,139.68,2019-11-29,精装,有,普陀,万里,内环至中环,201911,南 北,855,,61212,中环锦园
2室2厅1厨2卫,130.35,2019-12-07,精装,有,静安,南京西路,内环内,201912,南 北,1350,,103568,泰府名邸
1室1厅1厨1卫,55.1,2019-12-13,简装,无,浦东,惠南,外环外,201912,南,132,,23957,丹桂佳苑
3室1厅1厨1卫,88.82,2019-12-20,毛坯,有,浦东,三林,中环至外环,201912,南,479,,53930,三林新村(永泰路258弄)
4室2厅1厨3卫,193.36,2019-12-25,简装,有,闵行,浦江,外环外,201912,南,920,,47580,新浦江城(江桦路600弄)
2室2厅1厨1卫,95.63,2019-12-25,精装,有,嘉定,江桥,外环外,201912,南 北,350,,36600,嘉旺苑
5室2厅1厨3卫,313.38,2019-12-31,,,浦东,三林,,201912,装修情况精装,1888,,60247,金地湾流域（一期518弄别墅/大洋房）
2室2厅1厨1卫,75.91,2020-01-01,毛坯,有,嘉定,江桥,外环外,202001,南,295,,38862,金沙鼎苑
4室2厅1厨2卫,139.43,2020-01-02,简装,无,闵行,七宝,外环外,202001,南,730,,52357,万科优诗美地
3室2厅1厨2卫,146,2020-02-16,精装,有,嘉定,南翔,外环外,202002,南 北,680,,46576,朗诗绿色街区
4室2厅1厨2卫,136.78,2020-02-23,精装,有,嘉定,嘉定新城,外环外,202002,南 北,478,近11号线(嘉定北-迪士尼)白银路站,34947,龙湖蔚澜香醍
3室2厅1厨2卫,129.19,2020-03-09,精装,有,普陀,长寿路,内环内,202003,南,1026,,79418,河滨围城
2室1厅1厨1卫,59.36,2020-03-12,简装,有,普陀,长寿路,内环内,202003,东,410,近3号线镇坪路站,69071,世纪之门
3室2厅1厨1卫,122.27,2020-03-16,毛坯,有,宝山,上大,,202003,南,595,,48663,经纬学府涵青花园(二期)
2室1厅1厨1卫,52.61,2020-03-17,毛坯,无,杨浦,五角场,中环至外环,202003,南 北,277,近3号线江湾镇站,52652,三门路358弄
2室2厅1厨1卫,86.68,2020-03-20,毛坯,无,静安,大宁,内环至中环,202003,南,650,近1号线上海马戏城站,74989,新梅共和城
4室2厅1厨2卫,178.03,2020-03-20,精装,有,浦东,源深,内环内,202003,南,1950,近6号线民生路站,109533,陆家嘴花园(二期)
2室1厅0厨1卫,78.15,2020-04-10,精装,无,普陀,长风,内环至中环,202004,南,470,,60141,上钞桂花苑
2室1厅1厨1卫,56.65,2020-03-22,简装,无,闵行,颛桥,外环外,202003,南,265,,46779,银都新村(8至10区)
1室0厅1厨1卫,38.2,2020-03-22,简装,无,徐汇,田林,内环至中环,202003,南,278,近9号线桂林路站,72775,田林十四村
2室2厅1厨1卫,84.23,2020-03-27,精装,有,浦东,新场,外环外,202003,南,245,,29088,汇锦城二期
1室1厅1厨1卫,55.9,2020-03-28,毛坯,有,闵行,浦江,外环外,202003,南,163,,29160,汇秀景苑二街坊
2室2厅1厨1卫,88.65,2020-03-30,精装,有,普陀,长征,中环至外环,202003,南,638,近13号线祁连山南路站,71969,金沙雅苑(四期)
1室1厅1厨1卫,49.81,2020-04-05,精装,无,宝山,大华,内环至中环,202004,南,255,近7号线大华三路站,51195,大华一村
1室1厅1厨1卫,37,2020-04-05,毛坯,无,浦东,世博,内环至中环,202004,南,195,,52703,昌五小区
3室2厅1厨2卫,141.91,2019-07-09,精装,有,闵行,金汇,中环至外环,201907,南,828,近9号线合川路站,58347,锦绣江南(四期)
2室2厅1厨1卫,74.05,2019-07-19,精装,无,浦东,陆家嘴,内环内,201907,南 北,510,近9号线商城路站,68873,浦城小区
1室1厅1厨1卫,64.79,2020-04-06,简装,有,松江,松江大学城,外环外,202004,南,234,,36117,恒杰丁香花园
2室1厅1厨1卫,74.56,2020-04-08,毛坯,有,闵行,浦江,外环外,202004,南 北,227,,30446,聚缘中庭
2室1厅1厨1卫,67.17,2020-04-09,简装,有,松江,泗泾,外环外,202004,南,185,,27543,紫薇茗庭
2室1厅1厨1卫,74.13,2020-04-09,简装,无,闵行,古美,中环至外环,202004,南,438,,59086,南方新村
2室0厅1厨1卫,49.9,2020-04-09,简装,无,虹口,凉城,内环至中环,202004,南,286,,57315,广中路450号
2室2厅1厨1卫,76.23,2020-04-10,精装,有,嘉定,菊园新区,外环外,202004,南,245,,32140,旭辉锦庭
2室1厅1厨1卫,50.86,2020-04-11,精装,无,徐汇,徐家汇,内环内,202004,南,370,近3号线宜山路站,72749,吴东小区
2室2厅1厨1卫,74.67,2020-04-12,精装,有,宝山,顾村,外环外,202004,南 北,320,近7号线顾村公园站,42856,古北菊翔苑(菊联路233弄)
2室1厅1厨1卫,77.56,2020-04-12,简装,有,宝山,顾村,外环外,202004,南 北,320,近7号线顾村公园站,41259,采菊苑
2室2厅1厨1卫,95.58,2020-04-12,精装,有,宝山,上大,,202004,南,490,,51266,经纬学府涵青花园(二期)
1室1厅1厨1卫,49.95,2020-04-13,精装,无,浦东,泥城镇,外环外,202004,南,102,,20421,荷风翠庭
2室0厅1厨1卫,52.53,2020-04-13,简装,无,普陀,桃浦,外环外,202004,南,185,近11号线(嘉定北-迪士尼)桃浦新村站,35218,桃浦七村雪松苑
2室1厅1厨1卫,52.37,2020-04-14,简装,无,静安,彭浦,中环至外环,202004,南,250,,47738,保德路241弄
3室1厅1厨1卫,88.48,2020-04-15,精装,有,松江,松江大学城,外环外,202004,南,388,近9号线松江大学城站,43852,绿地蔷薇九里(公寓)
3室2厅1厨1卫,92,2020-04-16,精装,有,松江,松江大学城,外环外,202004,南,395,,42935,绿地蔷薇九里(公寓)
3室2厅1厨3卫,193.05,2020-04-16,,,松江,松江大学城,外环外,202004,装修情况精装,658,,34085,九龙仓兰宫
2室2厅0厨1卫,80.18,2020-04-17,简装,无,静安,彭浦,中环至外环,202004,南,450,近1号线共康路站,56124,三泉家园
2室1厅1厨1卫,60.78,2020-03-25,简装,无,虹口,曲阳,内环内,202003,南,369,近8号线曲阳路站,60711,东体小区
2室2厅1厨1卫,73.04,2020-03-26,精装,无,嘉定,江桥,外环外,202003,南 北,320,,43812,金霞苑
2室2厅1厨1卫,89.16,2020-03-28,精装,有,宝山,共康,中环至外环,202003,南,560,近1号线通河新村站,62809,宝宸怡景园
2室2厅1厨2卫,100.44,2020-03-28,精装,有,普陀,中远两湾城,内环内,202003,南,730,近3号线镇坪路站,72681,中远两湾城
3室2厅1厨1卫,89.92,2020-03-28,精装,有,松江,泗泾,外环外,202003,南 北,314,,34920,同润菲诗艾伦
3室1厅1厨1卫,72.11,2020-03-29,精装,无,松江,松江老城,外环外,202003,南,224,近9号线松江体育中心站,31064,荣乐小区
3室2厅1厨2卫,122.54,2020-03-31,精装,有,青浦,夏阳,外环外,202003,南,445,近17号线汇金路站,36315,新城盛景园
3室2厅0厨1卫,97.99,2020-03-31,精装,有,浦东,御桥,中环至外环,202003,南,560,,57149,绿洲康城亲水湾(中央区)
3室2厅1厨1卫,101,2020-04-02,精装,无,闵行,古美,中环至外环,202004,南 北,555,近12号线东兰路站,54951,东兰兴城(东兰新村)
1室1厅1厨1卫,42.37,2020-04-02,简装,无,静安,大宁,内环至中环,202004,南,428,近1号线延长路站,101015,大宁路660弄
3室1厅0厨1卫,70.09,2020-04-03,简装,无,长宁,仙霞,内环至中环,202004,南,490,近2号线威宁路站,69911,水霞小区
2室1厅1厨1卫,82,2020-04-04,精装,无,闵行,吴泾,外环外,202004,南,257,,31342,新华小区（龙吴路5599弄）
2室2厅0厨1卫,84.8,2020-04-04,精装,有,浦东,御桥,,202004,南,515,近11号线(花桥-迪士尼)御桥站,60732,地杰国际城D街坊
2室2厅1厨1卫,91.8,2020-04-04,简装,无,闵行,莘庄,外环外,202004,南,588,,64053,万科假日风景(公寓)
2室2厅1厨0卫,65.87,2020-04-05,精装,无,闵行,古美,中环至外环,202004,南,345,近12号线虹莘路站,52376,平阳三村
2室1厅1厨1卫,62,2020-04-05,简装,无,浦东,北蔡,内环至中环,202004,南,282,近13号线下南路站,45484,南新四村
3室1厅1厨1卫,89.68,2019-05-15,毛坯,暂无数据,嘉定,菊园新区,外环外,201905,南,248,,27654,旭辉锦庭
2室2厅1厨1卫,89,2019-07-02,简装,有,徐汇,华泾,中环至外环,201907,南 北,750,,84270,中海瀛台
2室1厅1厨1卫,50.5,2019-07-06,简装,无,宝山,上大,中环至外环,201907,南,195,,38614,乾溪三村
3室2厅1厨2卫,137.37,2019-07-15,毛坯,有,松江,九亭,外环外,201907,南,523,近9号线九亭站,38073,丽景苑
2室1厅1厨1卫,73.4,2018-11-16,简装,无,长宁,北新泾,中环至外环,201811,南,435,近2号线淞虹路站,59265,淞虹苑
4室2厅1厨3卫,275,2019-02-20,精装,有,黄浦,新天地,内环内,201902,南 北,4600,近10号线(新江湾城-虹桥火车站)新天地站,167273,翠湖天地隽荟
3室2厅1厨2卫,138.78,2019-05-13,精装,有,嘉定,嘉定老城,外环外,201905,南 北,377,,27166,清水颐园
3室2厅0厨2卫,136.5,2019-07-20,简装,有,宝山,高境,中环至外环,201907,南 北,730,,53480,三花现代城(一期丹桂苑)
1室1厅1厨1卫,59.55,2019-12-16,毛坯,有,闵行,浦江,外环外,201912,南 北,178,,29891,浦江宝邸
2室2厅1厨1卫,88.48,2020-04-06,简装,无,浦东,世博,内环至中环,202004,南,580,,65552,新世纪花苑(三期)(浦东)
3室2厅0厨2卫,142.43,2020-04-06,精装,有,黄浦,五里桥,内环内,202004,南,1518,近9号线马当路站,106579,永业公寓
2室2厅1厨1卫,77.24,2020-04-06,毛坯,无,嘉定,江桥,外环外,202004,南 北,308,,39876,水岸秀苑
4室2厅1厨2卫,190.91,2020-04-06,精装,有,浦东,联洋,内环内,202004,南,1800,,94286,第九城市(二期)
2室2厅1厨1卫,106.2,2020-04-06,精装,有,松江,九亭,外环外,202004,南 北,368,,34652,紫金花园
1室1厅0厨1卫,55.23,2020-04-06,精装,有,浦东,三林,中环至外环,202004,南,320,,57940,永泰花苑
2室2厅1厨1卫,63.71,2020-04-06,简装,无,静安,大宁,内环至中环,202004,西南,485,近1号线延长路站,76127,八方小区
2室2厅1厨1卫,86.95,2020-04-06,精装,有,浦东,外高桥,中环至外环,202004,南,369,,42439,南新东园
3室2厅1厨2卫,129.55,2020-04-06,精装,有,闵行,莘庄,外环外,202004,南,515,,39753,上海康城
2室2厅1厨1卫,89.86,2020-04-06,精装,有,虹口,凉城,内环至中环,202004,南,743,近3号线大柏树站,82685,中环明珠
2室1厅1厨1卫,68.7,2020-04-06,精装,有,普陀,光新,内环至中环,202004,东南,438,近7号线岚皋路站,63756,管弄一二街坊
2室1厅1厨1卫,77.37,2020-04-06,简装,无,宝山,淞南,中环至外环,202004,南 北,386,,49891,嘉骏香山苑
2室1厅0厨1卫,66.77,2020-04-07,简装,无,徐汇,华泾,外环外,202004,南 北,326,,48825,紫阳花苑
2室1厅1厨1卫,64.98,2020-04-07,精装,无,普陀,桃浦,外环外,202004,南,248,近11号线(嘉定北-迪士尼)桃浦新村站,38166,桃浦七村雪松苑
3室2厅1厨1卫,85.87,2020-04-08,精装,无,浦东,洋泾,内环内,202004,南,720,近9号线芳甸路站,83848,崮山小区一街坊
2室1厅1厨1卫,71.97,2020-04-08,精装,无,浦东,张江,内环至中环,202004,南,316,,43908,杨镇新村
3室2厅1厨2卫,108.35,2020-04-08,精装,有,浦东,三林,中环至外环,202004,南,780,近11号线(花桥-迪士尼)浦三路站,71989,浦发御园
2室2厅1厨2卫,112.57,2020-04-08,精装,有,松江,松江老城,外环外,202004,南,336,,29849,维罗纳贵都
2室1厅1厨1卫,72.46,2020-04-09,简装,无,浦东,高行,中环至外环,202004,南,348,,48027,高行银杏苑
2室1厅1厨2卫,99.72,2020-04-09,精装,有,宝山,顾村,外环外,202004,北,318,,31890,世纪非凡怡园
3室2厅1厨1卫,87.56,2020-04-09,精装,有,青浦,盈浦,外环外,202004,南 北,310,,35405,富力桃园(公寓)
2室2厅0厨1卫,80.94,2020-04-09,简装,有,杨浦,鞍山,内环内,202004,南,660,近8号线鞍山新村站,81542,和平花苑
3室3厅1厨3卫,87.8,2020-04-09,,,松江,莘闵别墅,外环外,202004,装修情况精装,530,,60365,河谷3号
2室2厅1厨1卫,102.6,2020-04-09,精装,有,松江,九亭,外环外,202004,南,365,,35576,上海源花城
3室2厅1厨1卫,95.58,2020-04-09,精装,有,嘉定,嘉定新城,外环外,202004,南 北,388,近11号线(嘉定北-迪士尼)白银路站,40595,新城金郡
1室1厅1厨1卫,41.59,2020-04-10,简装,无,静安,彭浦,中环至外环,202004,南,170,,40876,兴泉小区
2室1厅1厨1卫,69.74,2020-04-10,简装,有,宝山,共康,中环至外环,202004,南,425,近1号线通河新村站,60941,九英里
2室1厅1厨1卫,91.89,2020-04-10,精装,有,嘉定,徐行,外环外,202004,南,238,,25901,天居玲珑湾(公寓)
3室2厅1厨2卫,130,2020-04-10,精装,有,闵行,春申,外环外,202004,南 北,540,,41539,银泰苑
3室2厅1厨1卫,89.21,2020-04-10,精装,有,宝山,杨行,外环外,202004,南 北,375,,42036,香逸湾
2室2厅1厨1卫,85.95,2020-04-10,精装,有,嘉定,江桥,外环外,202004,南 北,439,,51077,万达城市公寓
3室2厅1厨2卫,127.69,2020-04-10,简装,有,浦东,洋泾,内环内,202004,南,1100,近9号线杨高中路站,86147,申舟明林苑
3室2厅0厨1卫,121.63,2020-04-10,简装,有,浦东,花木,内环内,202004,南,999,近2号线世纪公园站,82135,建华新苑
3室2厅1厨2卫,150.08,2020-04-10,精装,有,长宁,天山,内环至中环,202004,南,1190,近2号线威宁路站,79292,天山怡景苑
2室1厅1厨1卫,56.83,2020-04-11,简装,无,松江,松江老城,外环外,202004,南,185,近9号线松江体育中心站,32554,荣乐小区
2室2厅1厨1卫,100.26,2020-04-11,精装,有,宝山,高境,中环至外环,202004,南,540,近3号线长江南路站,53860,美岸栖庭(公寓)
3室1厅1厨1卫,81.23,2020-04-11,毛坯,有,松江,泗泾,外环外,202004,南,230,,28315,塘和家园登云苑
2室2厅1厨1卫,67.86,2020-04-11,精装,有,静安,大宁,内环至中环,202004,南,579.9,近1号线延长路站,85456,大宁龙盛雅苑
3室1厅1厨1卫,91.84,2020-04-11,精装,有,浦东,御桥,中环至外环,202004,南,555,,60432,锦绣华都
2室2厅1厨1卫,91.61,2020-04-11,精装,无,嘉定,嘉定新城,外环外,202004,南 北,255,,27836,育兰二村
2室2厅0厨1卫,86.67,2020-04-11,精装,有,嘉定,南翔,外环外,202004,南,400,,46153,森林公馆
2室2厅1厨2卫,113.58,2020-04-12,精装,有,闵行,七宝,外环外,202004,南,780,近12号线七莘路站,68675,蓼花汀花园(公寓)
3室2厅1厨2卫,129.07,2020-04-12,精装,有,杨浦,中原,中环至外环,202004,南,805,近8号线翔殷路站,62370,莱茵半岛
2室2厅1厨1卫,106.04,2020-04-12,精装,有,普陀,万里,内环至中环,202004,南,590,近11号线(花桥-迪士尼)上海西站站,55640,万里真金苑
4室2厅2厨2卫,151.62,2020-04-12,精装,有,闵行,春申,外环外,202004,南 北,928,,61206,中海寰宇天下
2室1厅1厨1卫,89.32,2020-04-13,简装,无,松江,松江老城,外环外,202004,南,295,近9号线松江体育中心站,33028,民乐小区
2室2厅1厨1卫,90.07,2020-04-13,精装,有,松江,九亭,外环外,202004,南 北,436,,48407,九城湖滨国际
2室2厅1厨1卫,85.88,2020-04-13,精装,有,浦东,川沙,外环外,202004,南,265,,30858,天和湖滨家园(公寓)
3室2厅1厨1卫,88.22,2020-04-13,精装,有,宝山,顾村,,202004,南 北,441,,49989,保利叶上海(一期)
1室1厅1厨1卫,56.16,2020-04-13,精装,有,浦东,外高桥,中环至外环,202004,南,215,,38284,南新东园
2室1厅1厨1卫,56.76,2020-04-13,精装,无,浦东,三林,中环至外环,202004,南 北,286,,50388,凌兆新村(凌兆路586弄)
2室2厅1厨1卫,85.53,2020-04-13,精装,有,宝山,杨行,外环外,202004,南,365,,42676,万业紫辰苑
2室2厅1厨1卫,84.41,2020-04-13,简装,有,奉贤,奉贤金汇,外环外,202004,南 北,168,,19903,金碧汇虹苑
1室1厅1厨1卫,54.1,2020-04-13,精装,无,浦东,北蔡,内环至中环,202004,南,395,近13号线华鹏路站,73013,大华锦绣华城(四街区)
2室1厅1厨1卫,80,2020-04-13,精装,无,浦东,唐镇,外环外,202004,南,286,,35750,同景苑
2室2厅1厨1卫,92.79,2020-04-14,精装,有,浦东,金桥,中环至外环,202004,南 北,480,近9号线金桥站,51730,金桥新城
1室1厅1厨1卫,54.37,2020-04-14,简装,无,浦东,金杨,内环至中环,202004,南,250,近9号线台儿庄路站,45982,金台三居
2室2厅1厨1卫,81.74,2020-04-14,精装,无,浦东,高行,中环至外环,202004,南,365,,44654,紫翠苑
