apartment,area,date,decoration,lift,location1,location2,location3,month,orientation,price,underground,unit,village
2室2厅1厨1卫,64.93,2020-04-01,精装,有,松江,九亭,外环外,202004,南,355,,54675,贝尚湾(公寓)
1室1厅1厨1卫,35.27,2020-04-02,简装,无,普陀,光新,内环至中环,202004,南,198,,56139,管弄三街坊
2室1厅0厨1卫,75.99,2020-04-02,其他,无,闵行,浦江,外环外,202004,南,328,近8号线江月路站,43164,浦江世博家园八街坊
1室1厅0厨1卫,52.94,2020-04-02,精装,有,徐汇,龙华,内环至中环,202004,南,368,近3号线石龙路站,69513,天龙苑
1室1厅1厨1卫,39.25,2020-04-03,精装,有,静安,江宁路,内环内,202004,南,318,,81020,新丰小区
2室2厅1厨1卫,74.01,2020-04-03,精装,有,宝山,顾村,外环外,202004,南,328,,44319,古北菊翔苑(菊联路232弄)
1室0厅1厨1卫,35.02,2020-04-04,精装,无,浦东,潍坊,内环内,202004,南,268,近4号线浦电路站,76528,潍坊一村
1室1厅1厨1卫,58.62,2020-04-04,精装,有,浦东,康桥,外环外,202004,南,215,,36677,海尚康庭
1室1厅1厨1卫,55.09,2020-04-04,精装,有,徐汇,徐家汇,内环内,202004,南,660,近3号线宜山路站,119804,汇贤雅居
1室1厅1厨1卫,44.42,2020-04-04,其他,无,静安,彭浦,中环至外环,202004,南,213,近1号线共康路站,47952,新汾小区
2室2厅1厨1卫,96.94,2020-04-04,精装,无,杨浦,黄兴公园,内环至中环,202004,南,800,,82526,文化佳园
1室2厅1厨1卫,65.5,2020-04-04,精装,有,宝山,顾村,外环外,202004,南,249,,38016,绿洲花园
1室1厅0厨1卫,36.43,2020-04-05,简装,无,宝山,淞宝,外环外,202004,南,145,近3号线友谊路站,39803,宝钢六村
2室1厅1厨1卫,79.66,2020-04-05,其他,有,闵行,浦江,外环外,202004,南,315,,39544,浦江世博家园十五街坊
2室2厅0厨1卫,81.73,2020-04-05,精装,有,杨浦,控江路,内环至中环,202004,南,550,近8号线延吉中路站,67295,益晖新苑
2室2厅1厨1卫,74,2020-04-05,精装,有,闵行,浦江,外环外,202004,南,235,,31757,瑞和新苑浦涛路400弄
2室1厅1厨1卫,51.72,2020-04-06,精装,无,黄浦,蓬莱公园,内环内,202004,南 北,450,近8号线陆家浜路站,87007,南车站路192弄
4室2厅1厨3卫,203.37,2016-09-07,毛坯,有,浦东,周浦,外环外,201609,南,900,,44255,御沁园(公寓)
3室2厅1厨2卫,106,2019-03-25,精装,有,松江,莘闵别墅,外环外,201903,南,430,,40567,象屿上海年华
1室1厅1厨1卫,44,2019-06-06,毛坯,有,杨浦,周家嘴路,内环至中环,201906,南,260,近12号线隆昌路站,59091,中业大楼
2室1厅1厨1卫,48.93,2020-04-12,精装,无,嘉定,江桥,外环外,202004,南,175,,35766,江桥二村
4室2厅1厨3卫,173,2019-08-29,,,松江,莘闵别墅,外环外,201908,装修情况精装,715,,41330,沿海丽水馨庭(别墅)
2室1厅1厨1卫,60.36,2019-03-23,精装,无,闵行,老闵行,外环外,201903,南,183,近5号线江川路站,30319,高华小区
2室1厅1厨1卫,60.1,2019-04-14,简装,无,浦东,川沙,外环外,201904,南,202,近2号线川沙站,33611,曙光南桥小区
1室1厅1厨1卫,57.38,2019-07-07,精装,无,嘉定,江桥,外环外,201907,南 北,215,,37470,富友嘉园
2室1厅1厨1卫,78.92,2019-03-14,精装,无,静安,阳城,内环至中环,201903,东 东南,415,近7号线行知路站,52585,永灵小区
3室2厅1厨2卫,117.56,2019-05-08,精装,无,闵行,莘庄,外环外,201905,南 北,739,,62862,万科假日风景(公寓)
2室2厅1厨1卫,86.41,2019-06-14,精装,有,嘉定,南翔,外环外,201906,南,325,,37612,上隽嘉苑(公寓)
2室1厅1厨1卫,83.35,2019-06-20,精装,无,徐汇,漕河泾,内环至中环,201906,南,485,近9号线桂林路站,58189,桂林苑
3室2厅2厨2卫,135.95,2019-06-23,精装,无,徐汇,田林,内环至中环,201906,南,838,近12号线桂林公园站,61641,田林花苑
2室1厅1厨1卫,58.45,2019-06-24,精装,无,静安,大宁,内环至中环,201906,南,500,近1号线延长路站,85542,宁和小区
1室2厅1厨1卫,64.29,2019-07-12,精装,有,静安,西藏北路,内环内,201907,南,610,近3号线东宝兴路站,94883,绿洲雅宾利花园(二期)
2室2厅1厨1卫,113.29,2019-07-29,简装,有,普陀,长征,中环至外环,201907,南 北,725,近13号线真北路站,63996,象源丽都
3室2厅1厨3卫,200.11,2019-07-30,精装,有,徐汇,龙华,内环至中环,201907,南,2850,,142422,云锦东方(公寓)
2室2厅1厨2卫,116.08,2019-08-11,精装,有,长宁,新华路,内环内,201908,南,1090,近3号线延安西路站,93901,新华御庭
2室1厅1厨1卫,67.2,2020-03-21,简装,有,宝山,月浦,外环外,202003,南,180,,26786,月浦八村
2室1厅1厨1卫,63.86,2020-03-25,简装,无,青浦,盈浦,,202003,南,168,近17号线漕盈路站,26308,民乐佳苑二区
1室1厅1厨1卫,52.75,2020-03-26,精装,有,闵行,七宝,外环外,202003,南,288,近10号线(新江湾城-航中路)航中路站,54598,西郊英园
2室1厅0厨1卫,62.87,2020-03-26,简装,无,宝山,通河,中环至外环,202003,南,278,近1号线通河新村站,44219,通河四村
2室2厅1厨1卫,98.77,2020-03-26,精装,有,浦东,高行,中环至外环,202003,南,490,,49611,幸福小镇
1室1厅1厨1卫,39,2020-03-26,简装,有,静安,南京西路,内环内,202003,东,400,,102565,达安城
2室1厅0厨1卫,62.36,2020-03-26,简装,无,徐汇,康健,内环至中环,202003,南,455,,72964,寿益坊
2室1厅1厨1卫,74.72,2020-03-29,简装,有,静安,永和,中环至外环,202003,西南,375,近1号线彭浦新村站,50188,幸福第一公寓
2室2厅1厨1卫,101.98,2020-03-29,简装,无,浦东,金桥,中环至外环,202003,南,675,近6号线博兴路站,66190,碧云新天地(一期)
3室2厅1厨2卫,124.34,2020-03-30,精装,有,黄浦,五里桥,内环内,202003,南,858,近9号线马当路站,69005,运泰公寓
3室1厅1厨1卫,83.7,2020-03-31,精装,无,闵行,老闵行,外环外,202003,南 北,289,近5号线江川路站,34529,鹤北新村
1室1厅1厨1卫,37.47,2020-03-31,精装,无,宝山,张庙,中环至外环,202003,南,170,,45370,呼玛一村
2室1厅1厨1卫,95.86,2020-04-01,其他,有,静安,彭浦,中环至外环,202004,南,575,,59984,临汾名城
2室2厅1厨1卫,82.15,2020-04-01,简装,无,宝山,大华,内环至中环,202004,南,435,,52952,康泰新城
2室1厅1厨1卫,107.33,2020-04-02,简装,有,长宁,北新泾,中环至外环,202004,南,740,近2号线北新泾站,68947,长宁馥邦苑
2室1厅1厨1卫,56.58,2020-04-02,毛坯,无,浦东,金杨,内环至中环,202004,南,282.9,近6号线德平路站,50000,香山新村东北街坊
3室2厅1厨1卫,88.83,2020-04-04,简装,有,青浦,徐泾,外环外,202004,南,395,,44467,南山雨果(公寓)
3室2厅1厨1卫,113.55,2020-04-04,简装,无,杨浦,黄兴公园,内环至中环,202004,南,727,近8号线翔殷路站,64025,绿景家苑
1室0厅1厨1卫,29.61,2020-04-04,精装,无,静安,彭浦,中环至外环,202004,南,152,近1号线彭浦新村站,51335,彭新小区
2室1厅1厨1卫,61.25,2020-04-06,简装,无,浦东,花木,内环内,202004,南,375,近2号线龙阳路站,61225,杏花新苑
1室1厅1厨1卫,40.13,2020-03-23,精装,无,徐汇,华东理工,内环至中环,202003,南,193,,48094,凌云新村
1室0厅1厨1卫,34.35,2020-03-28,精装,无,长宁,虹桥,内环至中环,202003,南,197,近10号线(新江湾城-虹桥火车站)水城路站,57351,虹旭小区
1室1厅1厨1卫,57.88,2018-05-14,精装,有,闵行,金汇,中环至外环,201805,南,345,近10号线(新江湾城-航中路)龙柏新村站,59607,臻果国际
1室1厅1厨1卫,37.89,2019-04-13,精装,无,长宁,新华路,内环内,201904,南,303,近10号线(新江湾城-虹桥火车站)交通大学站,79969,又一村(长宁)
1室1厅1厨1卫,55.12,2019-06-28,精装,有,长宁,中山公园,内环内,201906,西北,518,近2号线中山公园站,93977,凯欣豪园
2室1厅1厨1卫,38.7,2019-07-06,简装,无,黄浦,打浦桥,内环内,201907,北,279,近4号线鲁班路站,72094,五岭小区
3室0厅1厨1卫,75.72,2019-08-22,简装,无,嘉定,嘉定老城,外环外,201908,南,175,,23112,李园二村
1室1厅1厨1卫,28.35,2019-09-08,精装,无,静安,大宁,内环至中环,201909,南 北,245,近1号线延长路站,86420,延铁小区
3室1厅1厨1卫,142.18,2019-09-23,简装,有,松江,松江老城,外环外,201909,西南,220,,15474,月厦新天地
2室1厅1厨1卫,81.43,2019-10-22,简装,无,静安,大宁,内环至中环,201910,南 北,550,,67543,利丰苑
3室2厅1厨1卫,90.98,2019-10-25,精装,有,金山,张堰,外环外,201910,南,178,,19565,绿地芳满庭
3室2厅1厨2卫,234.18,2019-11-12,精装,无,青浦,朱家角,外环外,201911,南,425,,18149,锦苑
3室2厅1厨2卫,148.22,2019-11-23,精装,有,浦东,高行,,201911,南,1100,近6号线东靖路站,74215,仁恒森兰雅苑(二期)
4室2厅1厨3卫,154.85,2019-12-05,,,松江,莘闵别墅,外环外,201912,装修情况毛坯,575,,37133,丽水华庭
3室2厅1厨1卫,95,2019-12-23,简装,无,金山,石化,外环外,201912,南,167,,17579,东泉新村
3室2厅1厨2卫,165.53,2020-01-14,精装,有,黄浦,打浦桥,内环内,202001,南,1520,近9号线打浦桥站,91827,思南公寓
3室1厅1厨1卫,95,2020-03-04,毛坯,有,青浦,徐泾,外环外,202003,南,315,,33158,上海捷克住宅小区(公寓)
2室1厅1厨1卫,61.54,2020-03-05,毛坯,无,静安,曹家渡,内环内,202003,南,480,,77999,高荣小区
2室1厅1厨1卫,78.41,2020-03-14,精装,有,静安,西藏北路,内环内,202003,南,530,近8号线中兴路站,67594,长城苑
2室1厅1厨1卫,51.12,2020-03-17,简装,无,静安,西藏北路,内环内,202003,南,283,近8号线西藏北路站,55360,通阁小区
2室2厅0厨1卫,107.72,2020-03-18,毛坯,有,静安,南京西路,内环内,202003,南,1355,近2号线南京西路站,125790,中凯城市之光(静安)
3室2厅1厨1卫,116.34,2020-03-19,精装,有,浦东,北蔡,内环至中环,202003,南,865,近2号线龙阳路站,74352,万邦都市花园
2室1厅1厨1卫,80.5,2020-03-22,简装,有,徐汇,万体馆,内环至中环,202003,南,515,近1号线漕宝路站,63976,龙漕大楼
2室1厅1厨1卫,70.46,2020-03-22,毛坯,有,嘉定,南翔,外环外,202003,南,272,,38604,翔和雅苑
2室2厅1厨1卫,91,2020-04-02,毛坯,有,松江,九亭,外环外,202004,南,343.5,,37748,知雅汇(公寓)
2室2厅1厨1卫,76.69,2020-04-05,精装,有,嘉定,江桥,外环外,202004,南,318,,41466,绿地新江桥城三期
2室0厅1厨1卫,51.39,2020-03-25,简装,无,杨浦,鞍山,内环内,202003,南,340,近10号线(新江湾城-虹桥火车站)同济大学站,66161,铁岭路50弄
2室1厅1厨1卫,70.73,2020-03-26,简装,有,奉贤,南桥,外环外,202003,南,168,,23753,绿地观邸
2室2厅1厨2卫,100.85,2020-03-28,精装,无,闵行,莘庄,外环外,202003,南,498,,49381,莘城公寓
3室2厅1厨1卫,94.47,2020-03-29,精装,有,松江,泗泾,外环外,202003,南,355,,37579,金地自在城(二期)
2室1厅1厨1卫,76.3,2020-04-02,简装,无,奉贤,南桥,,202004,南,165,,21626,贝港南区（八区）
2室1厅1厨1卫,60.25,2020-04-05,简装,无,杨浦,黄兴公园,内环至中环,202004,南 西,360,近8号线黄兴公园站,59752,怡佳苑
2室2厅1厨1卫,104.24,2019-05-13,简装,有,长宁,中山公园,内环内,201905,南,766,近2号线中山公园站,73485,中山公寓
2室1厅1厨1卫,57.79,2018-07-27,精装,有,普陀,长寿路,内环内,201807,西南,422,,73024,圣天地酒店式公寓
3室2厅1厨2卫,148.33,2019-03-21,简装,有,虹口,临平路,内环内,201903,南,780,近4号线海伦路站,52586,麒麟大厦
1室1厅1厨1卫,74.11,2019-03-21,精装,有,浦东,川沙,外环外,201903,南,235,,31710,天和湖滨家园(公寓)
2室2厅1厨1卫,107.59,2019-04-09,精装,有,徐汇,田林,内环至中环,201904,南,679,近9号线桂林路站,63110,明佳公寓
2室2厅1厨1卫,88.82,2019-04-15,简装,无,普陀,甘泉宜川,内环至中环,201904,南,425,近7号线新村路站,47850,金原新苑
2室1厅1厨1卫,80.07,2019-06-03,精装,无,静安,南京西路,内环内,201906,南,706,,88173,大华公寓(静安)
2室1厅1厨1卫,39.45,2019-06-20,精装,无,浦东,陆家嘴,内环内,201906,南,253,近9号线商城路站,64132,东南新村(浦东)
3室2厅1厨2卫,128.08,2019-06-20,简装,有,闵行,莘庄,外环外,201906,南,445,,34744,上海康城
2室2厅1厨1卫,91.57,2019-06-27,精装,有,浦东,周浦,外环外,201906,南 北,388,,42372,印象春城
2室2厅1厨1卫,89.31,2019-07-24,精装,有,浦东,高行,中环至外环,201907,南,590,,66063,金地未未来
2室1厅1厨1卫,85.1,2019-07-25,简装,无,浦东,张江,中环至外环,201907,南,326,近13号线张江路站,38308,黄浦花园
4室2厅1厨3卫,223.69,2019-07-26,精装,有,长宁,中山公园,内环内,201907,南,1900,近2号线中山公园站,84939,城宁花苑
2室1厅1厨1卫,61.46,2019-08-12,简装,有,静安,彭浦,中环至外环,201908,南,299,近1号线共康路站,48650,平顺路825弄
3室1厅1厨1卫,87.19,2019-08-14,简装,无,浦东,北蔡,内环至中环,201908,南,462,近7号线锦绣路站,52988,天池一村
2室2厅1厨1卫,82.73,2019-08-18,简装,无,浦东,张江,中环至外环,201908,南,375,近13号线张江路站,45329,川杨新苑(六期)
2室1厅1厨1卫,62.27,2019-08-19,简装,无,浦东,世博,内环至中环,201908,南,278,近7号线杨高南路站,44645,轻工六里小区
2室2厅1厨1卫,91.16,2019-08-20,精装,无,闵行,颛桥,外环外,201908,南,435,近5号线颛桥站,47719,众众德尚世嘉
3室1厅1厨1卫,89.7,2019-08-27,精装,有,长宁,中山公园,内环内,201908,南,466,近2号线江苏路站,51951,五环大楼
2室1厅1厨1卫,78.15,2019-08-28,精装,无,浦东,金桥,中环至外环,201908,南,383,,49009,荷五小区
3室1厅1厨1卫,94.44,2019-08-30,精装,无,虹口,凉城,内环至中环,201908,南,638,,67557,春满园
3室2厅1厨1卫,83.08,2019-09-04,精装,无,松江,松江新城,外环外,201909,南,310,,37314,檀香花苑(公寓)
3室2厅1厨2卫,136.46,2019-09-06,精装,有,普陀,长征,中环至外环,201909,南 北,798,近13号线祁连山南路站,58479,金沙雅苑(四期)
2室2厅1厨3卫,135.08,2019-09-08,精装,有,黄浦,新天地,内环内,201909,南 北,2020,近10号线(新江湾城-虹桥火车站)新天地站,149542,翠湖天地御苑
2室1厅1厨1卫,77.67,2018-08-09,简装,无,静安,南京西路,内环内,201808,南 北,550,近2号线南京西路站,70813,华业小区
2室1厅1厨1卫,50.25,2019-04-18,简装,无,徐汇,田林,内环至中环,201904,南,368,近9号线桂林路站,73234,田林十一村
1室1厅1厨1卫,68.2,2019-06-16,精装,有,浦东,御桥,,201906,南,360,,52786,绿洲康城亲水湾(东区)
2室0厅1厨1卫,54.3,2019-06-29,精装,无,静安,江宁路,内环内,201906,南 北,738,,135912,海防村
2室1厅1厨1卫,73.19,2019-07-03,毛坯,有,宝山,顾村,外环外,201907,南 北,295,近7号线刘行站,40307,馨佳园(菊盛路851弄)
1室1厅0厨1卫,34.43,2019-07-29,简装,无,普陀,武宁,内环内,201907,南,186,,54023,普陀二村
2室2厅1厨1卫,118.46,2019-09-04,精装,有,静安,曹家渡,内环内,201909,南 西南,850,,71755,三和花园
1室1厅1厨1卫,32.83,2019-09-06,简装,无,浦东,潍坊,内环内,201909,南,225,近9号线商城路站,68535,潍坊三村
1室1厅1厨1卫,50.15,2019-09-07,精装,无,长宁,北新泾,中环至外环,201909,南,297,近2号线淞虹路站,59223,淞虹公寓
2室2厅1厨1卫,90,2019-09-14,简装,有,松江,松江新城,外环外,201909,南,230,,25556,久阳文华府邸(公寓)
2室0厅1厨1卫,42.12,2019-09-20,简装,无,徐汇,衡山路,内环内,201909,南,426,近1号线常熟路站,101140,淮海中路1270弄
2室1厅1厨1卫,78.85,2019-09-22,简装,有,浦东,惠南,外环外,201909,南 北,197,,24985,惠康苑
1室1厅1厨1卫,52.23,2019-09-22,毛坯,无,嘉定,江桥,外环外,201909,南,228,,43654,金霞苑
1室1厅1厨1卫,56.9,2019-09-24,简装,有,闵行,古美,中环至外环,201909,南,348,近12号线虹梅路站,61160,中友嘉园
1室0厅1厨1卫,30.6,2019-10-06,简装,无,普陀,曹杨,内环至中环,201910,南,161,近11号线(嘉定北-迪士尼)枫桥路站,52615,曹杨二村
1室1厅1厨1卫,41.23,2019-10-08,简装,无,长宁,镇宁路,内环内,201910,南,299,近2号线江苏路站,72521,江苏路499弄
2室0厅1厨1卫,46.36,2019-10-09,精装,无,浦东,潍坊,内环内,201910,南,430,近4号线浦电路站,92753,潍坊七村
1室1厅1厨1卫,54.45,2019-10-12,毛坯,有,浦东,周浦,外环外,201910,南,179,,32875,瑞和苑
1室1厅1厨1卫,45.26,2019-10-12,简装,无,奉贤,南桥,,201910,南,130,,28723,贝港南区（八区）
2室0厅1厨1卫,46.58,2019-10-13,简装,无,浦东,潍坊,内环内,201910,南,306,近4号线浦电路站,65694,潍坊二村
1室1厅1厨1卫,60.63,2019-10-14,简装,有,闵行,浦江,外环外,201910,南,265,近8号线联航路站,43708,浦江世博家园十四街坊
1室1厅1厨1卫,49.31,2019-10-15,简装,无,奉贤,西渡,外环外,201910,南,105,,21294,闸园新村
2室2厅1厨1卫,74.02,2019-10-19,精装,有,闵行,浦江,外环外,201910,南 北,247,近浦江线闵瑞路站,33370,瑞和新苑浦涛路400弄
2室1厅1厨1卫,94.21,2019-10-22,精装,有,徐汇,徐家汇,内环内,201910,西,735,近1号线上海体育馆站,78018,玉兰花苑
2室1厅1厨1卫,73.47,2019-10-24,毛坯,有,宝山,顾村,外环外,201910,南,270,近7号线刘行站,36750,馨佳园(菊泉街1280弄)
2室2厅1厨1卫,88.88,2019-10-25,简装,有,浦东,周浦,外环外,201910,南,450,,50631,明天华城
1室1厅1厨1卫,42.64,2019-10-27,精装,无,虹口,凉城,内环至中环,201910,南,225,近3号线大柏树站,52768,灵新小区
1室1厅1厨1卫,53.98,2019-10-31,精装,有,浦东,高行,中环至外环,201910,南,208,,38533,高行绿洲(四期)
1室0厅1厨1卫,34.78,2019-10-31,简装,无,普陀,光新,内环至中环,201910,南,182,近7号线岚皋路站,52329,管弄五六街坊
1室1厅1厨1卫,55.43,2019-11-13,精装,无,闵行,古美,中环至外环,201911,南,278,,50154,古美八村
2室0厅1厨1卫,26.44,2019-11-14,精装,无,徐汇,斜土路,内环内,201911,北,185.1,近4号线大木桥路站,70000,茶陵路345弄
1室2厅1厨1卫,63.14,2019-11-16,精装,有,普陀,中远两湾城,内环内,201911,西南,520,,82357,中远两湾城
3室0厅1厨1卫,76,2019-11-23,简装,无,嘉定,嘉定老城,外环外,201911,南,187,,24606,李园二村
2室1厅1厨1卫,70.87,2019-11-23,精装,无,宝山,顾村,外环外,201911,南 北,288,近7号线顾村公园站,40638,菊泉新城(陆翔路358弄)
1室1厅1厨1卫,53.29,2019-11-27,毛坯,无,浦东,曹路,外环外,201911,南,205,,38469,佳伟景苑
1室1厅1厨1卫,56.63,2019-11-29,毛坯,有,青浦,赵巷,外环外,201911,南,167,,29490,崧泽华城佳福雅苑（六区）
2室2厅1厨1卫,83.46,2019-11-29,毛坯,有,闵行,颛桥,外环外,201911,南,348,,41697,君莲新城中城苑
2室1厅1厨1卫,82.83,2019-11-30,简装,无,奉贤,南桥,,201911,南,173,,20887,贝港南区（八区）
1室1厅1厨1卫,50.91,2019-12-02,精装,有,静安,南京西路,内环内,201912,东南,348,近2号线南京西路站,68356,静安紫苑
2室2厅1厨1卫,90.58,2019-12-05,精装,无,松江,松江新城,外环外,201912,南,273,,30140,大江苑
2室2厅1厨1卫,77.92,2019-12-06,精装,有,松江,松江新城,外环外,201912,南,280,,35935,阳光翠庭
1室1厅1厨1卫,43.41,2019-12-06,精装,有,浦东,潍坊,内环内,201912,南,449,近2号线世纪大道站,103433,东欣小区
2室1厅1厨1卫,62.28,2019-12-19,精装,有,长宁,新华路,内环内,201912,西,530,近10号线(新江湾城-虹桥火车站)交通大学站,85100,红庄小区
1室2厅1厨1卫,76.02,2019-12-24,精装,有,黄浦,五里桥,内环内,201912,东南,650,近9号线马当路站,85504,新家坡园景苑
1室1厅0厨1卫,57.13,2020-01-03,毛坯,有,闵行,浦江,外环外,202001,南,180,近浦江线浦航路站,31508,浦江馨都
1室1厅1厨1卫,39.5,2020-01-04,简装,无,普陀,甘泉宜川,内环至中环,202001,南,182,近3号线中潭路站,46076,宜川三村
2室1厅1厨1卫,56.97,2020-01-04,简装,无,杨浦,中原,中环至外环,202001,南,288,,50553,市光二村
1室1厅1厨1卫,40.9,2020-01-04,精装,无,黄浦,五里桥,内环内,202001,南,283,近4号线鲁班路站,69194,斜土路486弄
1室1厅1厨1卫,36.41,2020-01-06,简装,无,杨浦,黄兴公园,内环至中环,202001,北,173,近8号线黄兴路站,47515,控江二村107弄小区
2室2厅1厨1卫,80.97,2020-01-11,精装,无,奉贤,南桥,外环外,202001,南,268,近5号线环城东路站,33099,绿地南桥新苑
2室1厅1厨1卫,75.17,2020-01-16,简装,无,宝山,杨行,外环外,202001,南,258,,34323,杨泰二村
1室1厅1厨1卫,39.15,2020-02-09,精装,无,闵行,金虹桥,中环至外环,202002,南,200,近9号线漕河泾开发区站,51086,虹梅路2669弄
2室2厅1厨1卫,85.79,2020-02-11,简装,有,闵行,颛桥,外环外,202002,南 北,495,,57700,雍华府(公寓)
2室1厅1厨1卫,54,2020-02-16,简装,无,闵行,古美,中环至外环,202002,南,298,近1号线外环路站,55186,新梅花苑
1室1厅1厨1卫,35.79,2020-02-23,精装,无,黄浦,五里桥,内环内,202002,南,310,近9号线马当路站,86617,蒙自路345弄
2室1厅1厨1卫,77.44,2020-02-27,精装,无,浦东,康桥,外环外,202002,南,365,,47134,绿地康桥新苑
2室2厅1厨1卫,98.03,2020-02-27,精装,有,杨浦,黄兴公园,内环至中环,202002,南,764,近8号线翔殷路站,77936,香阁丽苑
1室1厅1厨1卫,48.94,2020-02-28,简装,无,静安,彭浦,中环至外环,202002,南,240,,49040,临汾花园
1室1厅1厨1卫,35.9,2020-03-03,简装,无,浦东,潍坊,内环内,202003,南,370,近2号线世纪大道站,103065,潍坊十村
1室0厅1厨1卫,30.47,2020-03-04,简装,无,宝山,淞宝,外环外,202003,南,118,近3号线水产路站,38727,海滨三村
2室1厅1厨1卫,52.16,2020-03-04,简装,无,杨浦,五角场,中环至外环,202003,南 北 东,345,近10号线(新江湾城-虹桥火车站)江湾体育场站,66143,政通路250弄
2室1厅1厨1卫,53.24,2020-03-06,精装,无,虹口,凉城,内环至中环,202003,南,325,,61045,秀苑小区
2室1厅1厨1卫,77.71,2020-03-11,精装,有,松江,泗泾,外环外,202003,南,249,,32043,新凯二期
1室1厅1厨1卫,41,2020-03-11,精装,无,长宁,北新泾,中环至外环,202003,南,233,近2号线淞虹路站,56830,瑞冬小区
1室1厅1厨1卫,49.62,2020-03-11,简装,无,闵行,梅陇,中环至外环,202003,南,412,近1号线外环路站,83032,上海阳城
2室1厅1厨1卫,73.83,2020-03-12,精装,无,浦东,杨思前滩,内环至中环,202003,南,525,,71110,新里城和合苑
1室1厅1厨1卫,56.59,2020-03-14,精装,有,松江,泗泾,外环外,202003,南,168,,29688,同润菲诗艾伦
1室1厅1厨1卫,62.64,2020-03-15,简装,无,闵行,浦江,外环外,202003,南 北,285,近8号线江月路站,45499,浦江世博家园五街坊
2室0厅1厨1卫,48.08,2020-03-15,精装,无,徐汇,徐家汇,内环内,202003,南,495,近3号线宜山路站,102954,柿子湾路8弄
2室2厅1厨1卫,84.49,2020-03-15,简装,有,浦东,康桥,外环外,202003,南,365,,43201,美林小城
1室1厅1厨1卫,53.89,2020-03-17,简装,无,嘉定,丰庄,中环至外环,202003,南,253,近13号线丰庄站,46948,丽景新苑
2室1厅0厨1卫,74.26,2020-03-18,精装,有,闵行,浦江,外环外,202003,南 北,259,近浦江线闵瑞路站,34878,浦江丽都
1室1厅1厨1卫,40.19,2020-03-19,精装,无,普陀,甘泉宜川,内环至中环,202003,南,179,近3号线中潭路站,44539,宜川六村
2室1厅1厨1卫,54.18,2020-03-19,毛坯,无,杨浦,中原,中环至外环,202003,南,295,近8号线市光路站,54449,工农二村
2室1厅0厨1卫,61.04,2020-03-20,简装,无,浦东,金桥,中环至外环,202003,南,274,,44889,东一小区
2室1厅1厨1卫,66.05,2020-03-21,简装,无,普陀,桃浦,外环外,202003,南 西,245,近11号线(嘉定北-迪士尼)桃浦新村站,37094,桃浦五村山茶苑
2室1厅1厨1卫,77,2020-03-22,精装,有,宝山,顾村,外环外,202003,南,360,近7号线顾村公园站,46754,文宝苑
1室2厅1厨1卫,67.8,2020-04-06,精装,无,宝山,大场镇,中环至外环,202004,南 北,258,,38054,环镇北路600弄
2室1厅1厨1卫,49.01,2020-04-06,简装,无,长宁,中山公园,内环内,202004,南,365,近2号线江苏路站,74475,长江小区
1室1厅0厨1卫,39.69,2020-04-08,简装,有,静安,南京西路,内环内,202004,西,265,近2号线南京西路站,66768,骏豪国际
1室1厅1厨1卫,17.05,2020-04-09,简装,无,徐汇,徐家汇,内环内,202004,北 西北,339,近3号线宜山路站,198827,南丹小区
1室1厅1厨1卫,36.59,2020-04-10,简装,有,普陀,曹杨,内环至中环,202004,南,201,近11号线(嘉定北-迪士尼)枫桥路站,54934,曹杨七村
2室1厅1厨1卫,50.25,2020-04-12,简装,无,长宁,虹桥,内环至中环,202004,南,340,近10号线(新江湾城-虹桥火车站)宋园路站,67662,虹一小区
1室1厅1厨1卫,49.09,2020-04-12,简装,无,浦东,三林,中环至外环,202004,南,249,近6号线灵岩南路站,50724,凌兆新村(上浦路201弄)
1室1厅1厨1卫,35.33,2020-04-12,毛坯,无,宝山,淞宝,外环外,202004,南,138,近3号线水产路站,39061,海滨三村
1室0厅1厨1卫,31.38,2020-04-14,精装,无,徐汇,建国西路,内环内,202004,南,490,近1号线陕西南路站,156151,永康路38弄
1室1厅1厨1卫,33.92,2020-04-16,简装,无,虹口,曲阳,内环内,202004,南,230,近8号线曲阳路站,67807,密二小区
2室2厅1厨1卫,74.12,2020-03-22,精装,无,嘉定,丰庄,中环至外环,202003,南,299,近13号线丰庄站,40340,丰庄十四街坊
3室1厅1厨2卫,141.07,2020-03-23,精装,有,宝山,上大,中环至外环,202003,西南,550,,38988,聚丰景都
2室2厅1厨1卫,99.42,2020-03-25,精装,有,普陀,武宁,内环内,202003,西 北,717,,72119,白玉苑
3室2厅1厨1卫,92.32,2020-03-25,简装,无,闵行,莘庄,外环外,202003,南,535,,57951,莘南花苑一村
2室1厅1厨1卫,61,2020-03-26,简装,无,宝山,通河,中环至外环,202003,南,278,近1号线通河新村站,45574,通河八村
2室1厅1厨1卫,64.7,2020-03-26,简装,无,闵行,梅陇,中环至外环,202003,南,278,近1号线锦江乐园站,42968,梅陇二村
2室1厅1厨1卫,61.13,2020-03-27,精装,无,徐汇,华东理工,内环至中环,202003,南,292,,47768,凌云新村
1室2厅1厨1卫,55.21,2020-03-27,简装,无,嘉定,丰庄,中环至外环,202003,南,240,,43471,嘉利坊
2室1厅1厨1卫,58.01,2020-03-27,简装,无,浦东,北蔡,内环至中环,202003,南,295,近7号线芳华路站,50854,培花七村
2室1厅1厨1卫,58.45,2020-03-28,简装,无,嘉定,丰庄,中环至外环,202003,南,248,,42430,丰庄四村
